instrument_token,exchange_token,tradingsymbol,,,,,,,,segment,
4911105,19184,SFL,,,,,,,,NSE,
4828673,18862,SGBAPR28I-GB,,,,,,,,NSE,
4717825,18429,SGBAUG24-GB,,,,,,,,NSE,
3303425,12904,SGBAUG27-GB,,,,,,,,NSE,
5730561,22385,SGBAUG28V-GB,,,,,,,,NSE,
1396481,5455,SGBAUG29V-GB,,,,,,,,NSE,
2865153,11192,SGBAUG30-GB,,,,,,,,NSE,
1817089,7098,SGBD29VIII-GB,,,,,,,,NSE,
3950593,15432,SGBDC27VII-GB,,,,,,,,NSE,
3492353,13642,SGBDE30III-GB,,,,,,,,NSE,
159489,623,SGBDEC25-GB,,,,,,,,NSE,
203521,795,SGBDEC2512-GB,,,,,,,,NSE,
220673,862,SGBDEC2513-GB,,,,,,,,NSE,
186625,729,SGBDEC25XI-GB,,,,,,,,NSE,
1959425,7654,SGBDEC26-GB,,,,,,,,NSE,
4706561,18385,SGBFEB24-GB,,,,,,,,NSE,
2244097,8766,SGBFEB27-GB,,,,,,,,NSE,
4521985,17664,SGBFEB28IX-GB,,,,,,,,NSE,
563201,2200,SGBFEB29XI-GB,,,,,,,,NSE,
4380161,17110,SGBJ28VIII-GB,,,,,,,,NSE,
241921,945,SGBJAN26-GB,,,,,,,,NSE,
2126849,8308,SGBJAN27-GB,,,,,,,,NSE,
491521,1920,SGBJAN29IX-GB,,,,,,,,NSE,
512769,2003,SGBJAN29X-GB,,,,,,,,NSE,
2017025,7879,SGBJAN30IX-GB,,,,,,,,NSE,
972801,3800,SGBJU29III-GB,,,,,,,,NSE,
5498113,21477,SGBJUL25-GB,,,,,,,,NSE,
2855425,11154,SGBJUL27-GB,,,,,,,,NSE,
5693953,22242,SGBJUL28IV-GB,,,,,,,,NSE,
1308929,5113,SGBJUL29IV-GB,,,,,,,,NSE,
2626817,10261,SGBJUN27-GB,,,,,,,,NSE,
4883969,19078,SGBJUN28-GB,,,,,,,,NSE,
958209,3743,SGBJUN29II-GB,,,,,,,,NSE,
2619393,10232,SGBJUN30-GB,,,,,,,,NSE,
4706817,18386,SGBMAR24-GB,,,,,,,,NSE,
5239553,20467,SGBMAR25-GB,,,,,,,,NSE,
4723457,18451,SGBMAR28X-GB,,,,,,,,NSE,
2150657,8401,SGBMAR30X-GB,,,,,,,,NSE,
5370881,20980,SGBMAY25-GB,,,,,,,,NSE,
740097,2891,SGBMAY26-GB,,,,,,,,NSE,
4856833,18972,SGBMAY28-GB,,,,,,,,NSE,
957953,3742,SGBMAY29I-GB,,,,,,,,NSE,
719361,2810,SGBMR29XII-GB,,,,,,,,NSE,
343553,1342,SGBN28VIII-GB,,,,,,,,NSE,
4415489,17248,SGBNOV23-GB,,,,,,,,NSE,
4915969,19203,SGBNOV24-GB,,,,,,,,NSE,
117249,458,SGBNOV25-GB,,,,,,,,NSE,
127233,497,SGBNOV258-GB,,,,,,,,NSE,
138241,540,SGBNOV25IX-GB,,,,,,,,NSE,
101889,398,SGBNOV25VI-GB,,,,,,,,NSE,
1626881,6355,SGBNOV26-GB,,,,,,,,NSE,
1668609,6518,SGBNV29VII-GB,,,,,,,,NSE,
213505,834,SGBOC28VII-GB,,,,,,,,NSE,
64001,250,SGBOCT25-GB,,,,,,,,NSE,
77825,304,SGBOCT25IV-GB,,,,,,,,NSE,
90881,355,SGBOCT25V-GB,,,,,,,,NSE,
1525761,5960,SGBOCT26-GB,,,,,,,,NSE,
3579137,13981,SGBOCT27-GB,,,,,,,,NSE,
3648513,14252,SGBOCT27VI-GB,,,,,,,,NSE,
4811521,18795,SGBSEP24-GB,,,,,,,,NSE,
3381505,13209,SGBSEP27-GB,,,,,,,,NSE,
38145,149,SGBSEP28VI-GB,,,,,,,,NSE,
1427201,5575,SGBSEP29VI-GB,,,,,,,,NSE,
1309185,5114,SGIL,,,,,,,,NSE,
3421953,13367,SGL,,,,,,,,NSE,
3035137,11856,SHAHALLOYS,,,,,,,,NSE,
2234113,8727,SHAILY,,,,,,,,NSE,
2734849,10683,SHAIVAL-SM,,,,,,,,NSE,
6546945,25574,SHAKTIPUMP,,,,,,,,NSE,
182785,714,SHALBY,,,,,,,,NSE,
3927553,15342,SHALPAINTS,,,,,,,,NSE,
5202177,20321,SHANKARA,,,,,,,,NSE,
1446401,5650,SHANTI,,,,,,,,NSE,
787969,3078,SHANTIGEAR,,,,,,,,NSE,
1277953,4992,SHARDACROP,,,,,,,,NSE,
2695681,10530,SHARDAMOTR,,,,,,,,NSE,
26625,104,SHAREINDIA,,,,,,,,NSE,
4363265,17044,SHARIABEES,,,,,,,,NSE,
1297409,5068,SHEMAROO,,,,,,,,NSE,
3628033,14172,SHERA-SM,,,,,,,,NSE,
2148865,8394,SHIGAN-SM,,,,,,,,NSE,
4544513,17752,SHILPAMED,,,,,,,,NSE,
1796097,7016,SHIVALIK,,,,,,,,NSE,
3521537,13756,SHIVAMAUTO,,,,,,,,NSE,
383233,1497,SHIVAMILLS,,,,,,,,NSE,
205825,804,SHIVATEX,,,,,,,,NSE,
3442177,13446,SHIVAUM-SM,,,,,,,,NSE,
2870273,11212,SHK,,,,,,,,NSE,
3024129,11813,SHOPERSTOP,,,,,,,,NSE,
181249,708,SHRADHA,,,,,,,,NSE,
793345,3099,SHREDIGCEM,,,,,,,,NSE,
794369,3103,SHREECEM,,,,,,,,NSE,
2710529,10588,SHREEPUSHK,,,,,,,,NSE,
1952513,7627,SHREERAMA,,,,,,,,NSE,
1463809,5718,SHREMINVIT-IV,,,,,,,,NSE,
2854145,11149,SHRENIK,,,,,,,,NSE,
800257,3126,SHREYANIND,,,,,,,,NSE,
801025,3129,SHREYAS,,,,,,,,NSE,
4400641,17190,SHRIPISTON-BE,,,,,,,,NSE,
1102337,4306,SHRIRAMFIN,,,,,,,,NSE,
76289,298,SHRIRAMFIN-YH,,,,,,,,NSE,
127489,498,SHRIRAMFIN-YI,,,,,,,,NSE,
178177,696,SHRIRAMFIN-YK,,,,,,,,NSE,
256257,1001,SHRIRAMFIN-YL,,,,,,,,NSE,
485633,1897,SHRIRAMFIN-YN,,,,,,,,NSE,
1571841,6140,SHRIRAMFIN-YO,,,,,,,,NSE,
1574145,6149,SHRIRAMFIN-YP,,,,,,,,NSE,
1578497,6166,SHRIRAMFIN-YR,,,,,,,,NSE,
1579009,6168,SHRIRAMFIN-YS,,,,,,,,NSE,
1580033,6172,SHRIRAMFIN-YU,,,,,,,,NSE,
2206977,8621,SHRIRAMFIN-YV,,,,,,,,NSE,
2208001,8625,SHRIRAMFIN-YW,,,,,,,,NSE,
2210049,8633,SHRIRAMFIN-YY,,,,,,,,NSE,
2212353,8642,SHRIRAMFIN-YZ,,,,,,,,NSE,
2217729,8663,SHRIRAMFIN-Z2,,,,,,,,NSE,
3306497,12916,SHRIRAMFIN-Z4,,,,,,,,NSE,
3307265,12919,SHRIRAMFIN-Z5,,,,,,,,NSE,
3310337,12931,SHRIRAMFIN-Z8,,,,,,,,NSE,
3310849,12933,SHRIRAMFIN-Z9,,,,,,,,NSE,
3311873,12937,SHRIRAMFIN-ZB,,,,,,,,NSE,
3312897,12941,SHRIRAMFIN-ZC,,,,,,,,NSE,
4392193,17157,SHRIRAMFIN-ZE,,,,,,,,NSE,
4392705,17159,SHRIRAMFIN-ZF,,,,,,,,NSE,
4393729,17163,SHRIRAMFIN-ZH,,,,,,,,NSE,
4396033,17172,SHRIRAMFIN-ZI,,,,,,,,NSE,
4397825,17179,SHRIRAMFIN-ZK,,,,,,,,NSE,
1843201,7200,SHRIRAMPPS,,,,,,,,NSE,
1651457,6451,SHUBHLAXMI-SM,,,,,,,,NSE,
2608129,10188,SHYAMCENT,,,,,,,,NSE,
1201409,4693,SHYAMMETL,,,,,,,,NSE,
3517441,13740,SHYAMTEL,,,,,,,,NSE,
805889,3148,SIDDHIKA-SM,,,,,,,,NSE,
806401,3150,SIEMENS,,,,,,,,NSE,
1705729,6663,SIGACHI,,,,,,,,NSE,
1157633,4522,SIGIND,,,,,,,,NSE,
169473,662,SIGMA-SM,,,,,,,,NSE,
1591809,6218,SIKKO,,,,,,,,NSE,
2892289,11298,SIL-BE,,,,,,,,NSE,
637953,2492,SILGO,,,,,,,,NSE,
1050881,4105,SILINV,,,,,,,,NSE,
4888833,19097,SILLYMONKS,,,,,,,,NSE,
2048769,8003,SILVER,,,,,,,,NSE,
2068481,8080,SILVERBEES,,,,,,,,NSE,
2108929,8238,SILVERINAV,,,,,,,,NSE,
2412033,9422,SILVERTUC,,,,,,,,NSE,
3740673,14612,SIMBHALS,,,,,,,,NSE,
809473,3162,SIMPLEXINF,,,,,,,,NSE,
97537,381,SINTERCOM,,,,,,,,NSE,
2828801,11050,SIRCA,,,,,,,,NSE,
5504257,21501,SIS,,,,,,,,NSE,
3584257,14001,SITINET-BE,,,,,,,,NSE,
3608577,14096,SIYSIL,,,,,,,,NSE,
1700609,6643,SJS,,,,,,,,NSE,
4834049,18883,SJVN,,,,,,,,NSE,
815617,3186,SKFINDIA,,,,,,,,NSE,
3899393,15232,SKIL-BE,,,,,,,,NSE,
2413569,9428,SKIPPER,,,,,,,,NSE,
1211393,4732,SKMEGGPROD,,,,,,,,NSE,
2643201,10325,SKP-SM,,,,,,,,NSE,
287745,1124,SKSTEXTILE-ST,,,,,,,,NSE,
3489537,13631,SKYGOLD,,,,,,,,NSE,
2531585,9889,SMARTLINK,,,,,,,,NSE,
593921,2320,SMCGLOBAL,,,,,,,,NSE,
867073,3387,SMLISUZU,,,,,,,,NSE,
1751809,6843,SMLT,,,,,,,,NSE,
5517057,21551,SMSLIFE,,,,,,,,NSE,
3668225,14329,SMSPHARMA,,,,,,,,NSE,
216833,847,SMVD-SM,,,,,,,,NSE,
1239809,4843,SNOWMAN,,,,,,,,NSE,
3539457,13826,SOBHA,,,,,,,,NSE,
2116097,8266,SOFTTECH,,,,,,,,NSE,
940033,3672,SOLARA,,,,,,,,NSE,
3412993,13332,SOLARINDS,,,,,,,,NSE,
315137,1231,SOLEX-SM,,,,,,,,NSE,
993281,3880,SOMANYCERA,,,,,,,,NSE,
2330625,9104,SOMATEX-BE,,,,,,,,NSE,
4555265,17794,SOMICONVEY,,,,,,,,NSE,
1199105,4684,SONACOMS,,,,,,,,NSE,
3485697,13616,SONAHISONA-SM,,,,,,,,NSE,
2254337,8806,SONAMCLOCK,,,,,,,,NSE,
1688577,6596,SONATSOFTW,,,,,,,,NSE,
2421249,9458,SONUINFRA-SM,,,,,,,,NSE,
773377,3021,SOTL,,,,,,,,NSE,
1522689,5948,SOUTHBANK,,,,,,,,NSE,
2477569,9678,SOUTHWEST,,,,,,,,NSE,
4672513,18252,SPAL,,,,,,,,NSE,
2927361,11435,SPANDANA,,,,,,,,NSE,
3785729,14788,SPARC,,,,,,,,NSE,
4960001,19375,SPCENET-BE,,,,,,,,NSE,
6939393,27107,SPECIALITY,,,,,,,,NSE,
1295361,5060,SPECTRUM-SM,,,,,,,,NSE,
2089729,8163,SPENCERS,,,,,,,,NSE,
5744385,22439,SPENTEX-BZ,,,,,,,,NSE,
832513,3252,SPIC,,,,,,,,NSE,
2930177,11446,SPICEJET,,,,,,,,NSE,
3055361,11935,SPLIL,,,,,,,,NSE,
2461953,9617,SPLPETRO,,,,,,,,NSE,
850177,3321,SPMLINFRA,,,,,,,,NSE,
2747649,10733,SPORTKING,,,,,,,,NSE,
2181377,8521,SPRL-SM,,,,,,,,NSE,
5495297,21466,SPTL-BE,,,,,,,,NSE,
5401345,21099,SPYL-BE,,,,,,,,NSE,
8150273,31837,SREEL,,,,,,,,NSE,
5510913,21527,SREIBNPNCD-NR,,,,,,,,NSE,
5511425,21529,SREIBNPNCD-NS,,,,,,,,NSE,
5511937,21531,SREIBNPNCD-NT,,,,,,,,NSE,
5512449,21533,SREIBNPNCD-NU,,,,,,,,NSE,
5512961,21535,SREIBNPNCD-NV,,,,,,,,NSE,
5513473,21537,SREIBNPNCD-NW,,,,,,,,NSE,
4563969,17828,SREIBNPNCD-Y7,,,,,,,,NSE,
4564481,17830,SREIBNPNCD-Y8,,,,,,,,NSE,
4564993,17832,SREIBNPNCD-Y9,,,,,,,,NSE,
4580353,17892,SREIBNPNCD-YA,,,,,,,,NSE,
4580865,17894,SREIBNPNCD-YB,,,,,,,,NSE,
4581377,17896,SREIBNPNCD-YC,,,,,,,,NSE,
1844737,7206,SREINFRA-BE,,,,,,,,NSE,
837889,3273,SRF,,,,,,,,NSE,
3732993,14582,SRHHYPOLTD,,,,,,,,NSE,
5374465,20994,SRIRAM-ST,,,,,,,,NSE,
35841,140,SRPL,,,,,,,,NSE,
688385,2689,SSINFRA-ST,,,,,,,,NSE,
3028225,11829,SSWL,,,,,,,,NSE,
4612609,18018,STAMPEDE-BE,,,,,,,,NSE,
1887745,7374,STAR,,,,,,,,NSE,
5399297,21091,STARCEMENT,,,,,,,,NSE,
1813249,7083,STARHEALTH,,,,,,,,NSE,
842497,3291,STARPAPER,,,,,,,,NSE,
2382081,9305,STARTECK,,,,,,,,NSE,
2802689,10948,STCINDIA,,,,,,,,NSE,
1741569,6803,STEELCAS,,,,,,,,NSE,
2663937,10406,STEELCITY,,,,,,,,NSE,
5462785,21339,STEELXIND,,,,,,,,NSE,
5499905,21484,STEL,,,,,,,,NSE,
1100545,4299,STERTOOLS,,,,,,,,NSE,
2383105,9309,STLTECH,,,,,,,,NSE,
539393,2107,STOVEKRAFT,,,,,,,,NSE,
1327617,5186,STYLAMIND,,,,,,,,NSE,
4865,19,STYRENIX,,,,,,,,NSE,
247553,967,SUBEXLTD,,,,,,,,NSE,
850945,3324,SUBROS,,,,,,,,NSE,
851713,3327,SUDARSCHEM,,,,,,,,NSE,
3021825,11804,SUKHJITS,,,,,,,,NSE,
3383809,13218,SULA,,,,,,,,NSE,
5323265,20794,SUMEETINDS-BE,,,,,,,,NSE,
4378881,17105,SUMICHEM,,,,,,,,NSE,
2852097,11141,SUMIT-BE,,,,,,,,NSE,
5446401,21275,SUMMITSEC,,,,,,,,NSE,
7426049,29008,SUNCLAYLTD,,,,,,,,NSE,
4846337,18931,SUNDARAM,,,,,,,,NSE,
854785,3339,SUNDARMFIN,,,,,,,,NSE,
558849,2183,SUNDARMHLD,,,,,,,,NSE,
1069825,4179,SUNDRMBRAK,,,,,,,,NSE,
856321,3345,SUNDRMFAST,,,,,,,,NSE,
857089,3348,SUNFLAG,,,,,,,,NSE,
857857,3351,SUNPHARMA,,,,,,,,NSE,
4516097,17641,SUNTECK,,,,,,,,NSE,
3431425,13404,SUNTV,,,,,,,,NSE,
5277697,20616,SUPERHOUSE,,,,,,,,NSE,
859393,3357,SUPERSPIN,,,,,,,,NSE,
2992385,11689,SUPRAJIT,,,,,,,,NSE,
355585,1389,SUPREMEENG,,,,,,,,NSE,
860929,3363,SUPREMEIND,,,,,,,,NSE,
3840513,15002,SUPREMEINF,,,,,,,,NSE,
1891841,7390,SUPRIYA,,,,,,,,NSE,
5395713,21077,SURANASOL,,,,,,,,NSE,
2739201,10700,SURANAT&P,,,,,,,,NSE,
2179329,8513,SURANI-SM,,,,,,,,NSE,
3034113,11852,SURYALAXMI,,,,,,,,NSE,
864001,3375,SURYAROSNI,,,,,,,,NSE,
760321,2970,SURYODAY,,,,,,,,NSE,
3533057,13801,SUTLEJTEX,,,,,,,,NSE,
163329,638,SUULD,,,,,,,,NSE,
2875649,11233,SUVEN,,,,,,,,NSE,
4593921,17945,SUVENPHAR,,,,,,,,NSE,
767489,2998,SUVIDHAA,,,,,,,,NSE,
3076609,12018,SUZLON,,,,,,,,NSE,
835073,3262,SVLL-SM,,,,,,,,NSE,
1285121,5020,SVPGLOB,,,,,,,,NSE,
6936321,27095,SWANENERGY,,,,,,,,NSE,
2203649,8608,SWARAJ-SM,,,,,,,,NSE,
866305,3384,SWARAJENG,,,,,,,,NSE,
2941953,11492,SWASTIK-SM,,,,,,,,NSE,
3048705,11909,SWELECTES,,,,,,,,NSE,
3197185,12489,SWSOLAR,,,,,,,,NSE,
6192641,24190,SYMPHONY,,,,,,,,NSE,
3069953,11992,SYNCOMF,,,,,,,,NSE,
2622209,10243,SYNGENE,,,,,,,,NSE,
2763009,10793,SYRMA,,,,,,,,NSE,
869377,3396,TAINWALCHM,,,,,,,,NSE,
2394625,9354,TAJGVK,,,,,,,,NSE,
3818753,14917,TAKE,,,,,,,,NSE,
3493889,13648,TALBROAUTO,,,,,,,,NSE,
3577857,13976,TANLA,,,,,,,,NSE,
336385,1314,TANTIACONS-BZ,,,,,,,,NSE,
2812417,10986,TAPIFRUIT-SM,,,,,,,,NSE,
541953,2117,TARACHAND-SM,,,,,,,,NSE,
4819713,18827,TARAPUR,,,,,,,,NSE,
404737,1581,TARC,,,,,,,,NSE,
3781377,14771,TARMAT,,,,,,,,NSE,
1777409,6943,TARSONS,,,,,,,,NSE,
5143553,20092,TASTYBITE,,,,,,,,NSE,
4297985,16789,TATACAPHSG-N3,,,,,,,,NSE,
4298497,16791,TATACAPHSG-N4,,,,,,,,NSE,
4309505,16834,TATACAPHSG-N5,,,,,,,,NSE,
4310017,16836,TATACAPHSG-N6,,,,,,,,NSE,
4310529,16838,TATACAPHSG-N7,,,,,,,,NSE,
4318721,16870,TATACAPHSG-N8,,,,,,,,NSE,
4319233,16872,TATACAPHSG-N9,,,,,,,,NSE,
4319745,16874,TATACAPHSG-NA,,,,,,,,NSE,
4324865,16894,TATACAPHSG-NB,,,,,,,,NSE,
871681,3405,TATACHEM,,,,,,,,NSE,
185345,724,TATACOFFEE,,,,,,,,NSE,
952577,3721,TATACOMM,,,,,,,,NSE,
878593,3432,TATACONSUM,,,,,,,,NSE,
873217,3411,TATAELXSI,,,,,,,,NSE,
414977,1621,TATAINVEST,,,,,,,,NSE,
876289,3423,TATAMETALI,,,,,,,,NSE,
884737,3456,TATAMOTORS,,,,,,,,NSE,
4343041,16965,TATAMTRDVR,,,,,,,,NSE,
877057,3426,TATAPOWER,,,,,,,,NSE,
895745,3499,TATASTEEL,,,,,,,,NSE,
419585,1639,TATASTLLP,,,,,,,,NSE,
1321473,5162,TATVA,,,,,,,,NSE,
6921473,27037,TBZ,,,,,,,,NSE,
1287937,5031,TCFSL-NC,,,,,,,,NSE,
1290753,5042,TCFSL-ND,,,,,,,,NSE,
1294337,5056,TCFSL-NE,,,,,,,,NSE,
1294849,5058,TCFSL-NF,,,,,,,,NSE,
3315457,12951,TCFSL-NI,,,,,,,,NSE,
3315969,12953,TCFSL-NJ,,,,,,,,NSE,
3316737,12956,TCFSL-NK,,,,,,,,NSE,
3317249,12958,TCFSL-NL,,,,,,,,NSE,
3318017,12961,TCFSL-NM,,,,,,,,NSE,
3318529,12963,TCFSL-NN,,,,,,,,NSE,
2708481,10580,TCI,,,,,,,,NSE,
4921089,19223,TCIEXP,,,,,,,,NSE,
2232833,8722,TCIFINANCE-BE,,,,,,,,NSE,
1068033,4172,TCNSBRANDS,,,,,,,,NSE,
47105,184,TCPLPACK,,,,,,,,NSE,
2953217,11536,TCS,,,,,,,,NSE,
6445569,25178,TDPOWERSYS,,,,,,,,NSE,
3255297,12716,TEAMLEASE,,,,,,,,NSE,
1654273,6462,TECH,,,,,,,,NSE,
6448641,25190,TECHIN,,,,,,,,NSE,
2551041,9965,TECHINAV,,,,,,,,NSE,
3465729,13538,TECHM,,,,,,,,NSE,
1649921,6445,TECHNOE,,,,,,,,NSE,
1818881,7105,TEGA,,,,,,,,NSE,
5409537,21131,TEJASNET,,,,,,,,NSE,
838401,3275,TEMBO,,,,,,,,NSE,
4938753,19292,TERASOFT,,,,,,,,NSE,
2956545,11549,TEXINFRA,,,,,,,,NSE,
4662785,18214,TEXMOPIPES,,,,,,,,NSE,
5587969,21828,TEXRAIL,,,,,,,,NSE,
887297,3466,TFCILTD,,,,,,,,NSE,
3665665,14319,TFL,,,,,,,,NSE,
3739393,14607,TGBHOTELS,,,,,,,,NSE,
4638209,18118,THANGAMAYL,,,,,,,,NSE,
5485313,21427,THEINVEST,,,,,,,,NSE,
7383553,28842,THEJO-SM,,,,,,,,NSE,
3708161,14485,THEMISMED,,,,,,,,NSE,
889601,3475,THERMAX,,,,,,,,NSE,
891137,3481,THOMASCOOK,,,,,,,,NSE,
7940353,31017,THOMASCOTT,,,,,,,,NSE,
4360193,17032,THYROCARE,,,,,,,,NSE,
4914177,19196,TI,,,,,,,,NSE,
3588865,14019,TIDEWATER,,,,,,,,NSE,
3641089,14223,TIIL,,,,,,,,NSE,
79873,312,TIINDIA,,,,,,,,NSE,
6523393,25482,TIJARIA,,,,,,,,NSE,
891905,3484,TIL,,,,,,,,NSE,
1996801,7800,TIMESCAN-SM,,,,,,,,NSE,
2743553,10717,TIMESGTY,,,,,,,,NSE,
3764993,14707,TIMETECHNO,,,,,,,,NSE,
3634689,14198,TIMKEN,,,,,,,,NSE,
894209,3493,TINPLATE,,,,,,,,NSE,
2911745,11374,TIPSFILMS,,,,,,,,NSE,
2333953,9117,TIPSINDLTD,,,,,,,,NSE,
894977,3496,TIRUMALCHM,,,,,,,,NSE,
5598209,21868,TIRUPATI-SM,,,,,,,,NSE,
5704193,22282,TIRUPATIFL,,,,,,,,NSE,
897537,3506,TITAN,,,,,,,,NSE,
2801921,10945,TMB,,,,,,,,NSE,
2273793,8882,TNIDETF,,,,,,,,NSE,
2603265,10169,TNIDETINAV,,,,,,,,NSE,
898305,3509,TNPETRO,,,,,,,,NSE,
1018881,3980,TNPL,,,,,,,,NSE,
2530305,9884,TNTELE-BE,,,,,,,,NSE,
982273,3837,TOKYOPLAST,,,,,,,,NSE,
900609,3518,TORNTPHARM,,,,,,,,NSE,
3529217,13786,TORNTPOWER,,,,,,,,NSE,
5740289,22423,TOTAL,,,,,,,,NSE,
4328449,16908,TOUCHWOOD,,,,,,,,NSE,
2360065,9219,TPLPLASTEH,,,,,,,,NSE,
2964993,11582,TRACXN,,,,,,,,NSE,
5442561,21260,TRANSWIND-SM,,,,,,,,NSE,
6420993,25082,TREEHOUSE,,,,,,,,NSE,
1924609,7518,TREJHARA,,,,,,,,NSE,
502785,1964,TRENT,,,,,,,,NSE,
4604673,17987,TRF,,,,,,,,NSE,
2479361,9685,TRIDENT,,,,,,,,NSE,
1389569,5428,TRIGYN,,,,,,,,NSE,
3884545,15174,TRIL,,,,,,,,NSE,
6549505,25584,TRITURBINE,,,,,,,,NSE,
3348737,13081,TRIVENI,,,,,,,,NSE,
2400769,9378,TRU,,,,,,,,NSE,
2910465,11369,TTKHLTCARE,,,,,,,,NSE,
907777,3546,TTKPRESTIG,,,,,,,,NSE,
3664385,14314,TTL,,,,,,,,NSE,
2292225,8954,TTML,,,,,,,,NSE,
3637249,14208,TV18BRDCST,,,,,,,,NSE,
2883841,11265,TVSELECT,,,,,,,,NSE,
2170625,8479,TVSMOTOR,,,,,,,,NSE,
3646721,14245,TVSSRICHAK,,,,,,,,NSE,
2886401,11275,TVTODAY,,,,,,,,NSE,
4737025,18504,TVVISION,,,,,,,,NSE,
3945985,15414,TWL,,,,,,,,NSE,
4278529,16713,UBL,,,,,,,,NSE,
913921,3570,UCALFUEL,,,,,,,,NSE,
1078273,4212,UCL-SM,,,,,,,,NSE,
2873089,11223,UCOBANK,,,,,,,,NSE,
1862657,7276,UDAICEMENT,,,,,,,,NSE,
269569,1053,UFLEX,,,,,,,,NSE,
2313985,9039,UFO,,,,,,,,NSE,
5011969,19578,UGARSUGAR,,,,,,,,NSE,
1360129,5313,UGROCAP,,,,,,,,NSE,
1714433,6697,UGROCAP-N1,,,,,,,,NSE,
2392833,9347,UGROCAP-N2,,,,,,,,NSE,
2394113,9352,UGROCAP-N3,,,,,,,,NSE,
2396161,9360,UGROCAP-N4,,,,,,,,NSE,
2873345,11224,UGROCAP-N5,,,,,,,,NSE,
2874113,11227,UGROCAP-N6,,,,,,,,NSE,
2874881,11230,UGROCAP-N7,,,,,,,,NSE,
6538241,25540,UJAAS-BE,,,,,,,,NSE,
4369665,17069,UJJIVAN,,,,,,,,NSE,
3898369,15228,UJJIVANSFB,,,,,,,,NSE,
2952193,11532,ULTRACEMCO,,,,,,,,NSE,
3417345,13349,UMA-SM,,,,,,,,NSE,
2263553,8842,UMAEXPORTS,,,,,,,,NSE,
2915073,11387,UMANGDAIRY,,,,,,,,NSE,
4900353,19142,UMESLTD,,,,,,,,NSE,
916225,3579,UNICHEMLAB,,,,,,,,NSE,
51457,201,UNIDT,,,,,,,,NSE,
2891009,11293,UNIENTER,,,,,,,,NSE,
1994497,7791,UNIINFO,,,,,,,,NSE,
2752769,10753,UNIONBANK,,,,,,,,NSE,
3342593,13057,UNIPARTS,,,,,,,,NSE,
2276609,8893,UNITECH-BZ,,,,,,,,NSE,
1935361,7560,UNITEDPOLY,,,,,,,,NSE,
4607745,17999,UNITEDTEA,,,,,,,,NSE,
2653697,10366,UNIVAFOODS-BE,,,,,,,,NSE,
4858113,18977,UNIVASTU,,,,,,,,NSE,
923393,3607,UNIVCABLES,,,,,,,,NSE,
4520705,17659,UNIVPHOTO,,,,,,,,NSE,
3623425,14154,UNOMINDA,,,,,,,,NSE,
2889473,11287,UPL,,,,,,,,NSE,
594433,2322,URAVI-SM,,,,,,,,NSE,
5171969,20203,URJA,,,,,,,,NSE,
2716161,10610,USASEEDS-SM,,,,,,,,NSE,
2263041,8840,USHAMART,,,,,,,,NSE,
134913,527,UTIAMC,,,,,,,,NSE,
2603777,10171,UTIBANINAV,,,,,,,,NSE,
5744641,22440,UTIBANKETF,,,,,,,,NSE,
2604033,10172,UTINEXINAV,,,,,,,,NSE,
5498369,21478,UTINEXT50,,,,,,,,NSE,
2604289,10173,UTINIFINAV,,,,,,,,NSE,
2690817,10511,UTINIFTETF,,,,,,,,NSE,
2604801,10175,UTISENINAV,,,,,,,,NSE,
2691841,10515,UTISENSETF,,,,,,,,NSE,
2347009,9168,UTISXN50,,,,,,,,NSE,
2606593,10182,UTISXNINAV,,,,,,,,NSE,
3424257,13376,UTTAMSUGAR,,,,,,,,NSE,
1521921,5945,UWCSL-SM,,,,,,,,NSE,
3292929,12863,V1NSETEST,,,,,,,,NSE,
3780097,14766,V2RETAIL,,,,,,,,NSE,
6194177,24196,VADILALIND,,,,,,,,NSE,
2909185,11364,VAIBHAVGBL,,,,,,,,NSE,
4246785,16589,VAISHALI,,,,,,,,NSE,
3415553,13342,VAKRANGEE,,,,,,,,NSE,
84481,330,VALIANTORG,,,,,,,,NSE,
2872321,11220,VARDHACRLC,,,,,,,,NSE,
933377,3646,VARDMNPOLY,,,,,,,,NSE,
987393,3857,VARROC,,,,,,,,NSE,
326145,1274,VASA-SM,,,,,,,,NSE,
4636161,18110,VASCONEQ,,,,,,,,NSE,
6487041,25340,VASWANI,,,,,,,,NSE,
4843777,18921,VBL,,,,,,,,NSE,
2309121,9020,VCL,,,,,,,,NSE,
784129,3063,VEDL,,,,,,,,NSE,
2741761,10710,VEEKAYEM-SM,,,,,,,,NSE,
961793,3757,VENKEYS,,,,,,,,NSE,
2455553,9592,VENUSPIPES,,,,,,,,NSE,
3547905,13859,VENUSREM,,,,,,,,NSE,
682497,2666,VERA-SM,,,,,,,,NSE,
2275841,8890,VERANDA,,,,,,,,NSE,
4828929,18863,VERTOZ,,,,,,,,NSE,
941057,3676,VESUVIUS,,,,,,,,NSE,
2214913,8652,VETO,,,,,,,,NSE,
3932673,15362,VGUARD,,,,,,,,NSE,
3044353,11892,VHL,,,,,,,,NSE,
3667201,14325,VIAZ-ST,,,,,,,,NSE,
1233409,4818,VICEROY-BZ,,,,,,,,NSE,
3465217,13536,VIDHIING,,,,,,,,NSE,
1429761,5585,VIJAYA,,,,,,,,NSE,
4528897,17691,VIJIFIN,,,,,,,,NSE,
6593537,25756,VIKASECO,,,,,,,,NSE,
